,open,high,low,close,volume
2018-10-04 13:40:00+00:00,230.69,230.69,229.21,229.39,69539
2018-10-04 13:45:00+00:00,229.33,229.87,229.07,229.77,75545
2018-10-04 13:50:00+00:00,229.66,230.41,229.59,230.18,17586
2018-10-04 13:55:00+00:00,230.31,230.38,229.75,230.03,22290
2018-10-04 14:00:00+00:00,229.935,230.01,229.38,230.01,15868
2018-10-04 14:05:00+00:00,229.85,230.22,229.7,230.18,17994
2018-10-04 14:10:00+00:00,230.18,230.33,229.77,230.24,26716
2018-10-04 14:15:00+00:00,230.27,230.31,229.9,229.95,26262
2018-10-04 14:20:00+00:00,229.87,229.95,229.46,229.46,25523
2018-10-04 14:25:00+00:00,229.5,230.06,229.36,229.83,23600
2018-10-04 14:30:00+00:00,229.78,229.95,229.41,229.55,22925
2018-10-04 14:35:00+00:00,229.47,229.97,229.4,229.92,21103
2018-10-04 14:40:00+00:00,229.92,229.96,229.33,229.5,23185
2018-10-04 14:45:00+00:00,229.55,229.66,229.19,229.19,28925
2018-10-04 14:50:00+00:00,229.22,229.58,229.14,229.52,19043
2018-10-04 14:55:00+00:00,229.55,229.635,229.2,229.24,27779
2018-10-04 15:00:00+00:00,229.2,229.59,229.08,229.47,19819
2018-10-04 15:05:00+00:00,229.45,229.58,229.3,229.58,13183
2018-10-04 15:10:00+00:00,229.56,229.93,229.34,229.71,31806
2018-10-04 15:15:00+00:00,229.8,229.87,229.42,229.72,20430
2018-10-04 15:20:00+00:00,229.66,229.83,229.38,229.77,16646
2018-10-04 15:25:00+00:00,229.82,229.91,229.49,229.5,16706
2018-10-04 15:30:00+00:00,229.5,229.65,229.14,229.2,28673
2018-10-04 15:35:00+00:00,229.2,229.33,228.63,228.63,31982
2018-10-04 15:40:00+00:00,228.64,229.06,228.63,228.73,23812
2018-10-04 15:45:00+00:00,228.76,228.9,228.12,228.2,28613
2018-10-04 15:50:00+00:00,228.22,228.28,227.82,228.22,39976
2018-10-04 15:55:00+00:00,228.25,228.49,228.15,228.15,16880
2018-10-04 16:00:00+00:00,228.15,228.15,227.74,228.1,32335
2018-10-04 16:05:00+00:00,228.03,228.78,227.97,228.55,27542
2018-10-04 16:10:00+00:00,228.49,228.65,228.31,228.39,16199
2018-10-04 16:15:00+00:00,228.41,228.6,228.18,228.41,19766
2018-10-04 16:20:00+00:00,228.43,228.48,227.41,227.69,23562
2018-10-04 16:25:00+00:00,227.74,227.83,227.31,227.83,26579
2018-10-04 16:30:00+00:00,227.82,228.25,227.75,228.2,22119
2018-10-04 16:35:00+00:00,228.27,228.8,228.26,228.8,39487
2018-10-04 16:40:00+00:00,228.785,228.785,228.29,228.35,10703
2018-10-04 16:45:00+00:00,228.2,228.49,228.16,228.17,10436
2018-10-04 16:50:00+00:00,228.11,228.18,227.66,227.69,16757
2018-10-04 16:55:00+00:00,227.64,227.94,227.43,227.9,16623
2018-10-04 17:00:00+00:00,227.86,227.89,227.65,227.89,11597
2018-10-04 17:05:00+00:00,227.96,228.26,227.951,228.26,14777
2018-10-04 17:10:00+00:00,228.19,228.24,227.78,227.78,15556
2018-10-04 17:15:00+00:00,227.88,228.1,227.57,227.61,13857
2018-10-04 17:20:00+00:00,227.65,227.99,227.45,227.99,24987
2018-10-04 17:25:00+00:00,227.95,228.3,227.92,228.04,17934
2018-10-04 17:30:00+00:00,228.04,228.04,227.47,227.82,20090
2018-10-04 17:35:00+00:00,227.79,227.96,227.58,227.8,16319
2018-10-04 17:40:00+00:00,227.81,228.1,227.81,227.94,19415
2018-10-04 17:45:00+00:00,227.93,227.93,227.34,227.41,16837
2018-10-04 17:50:00+00:00,227.37,227.9,227.31,227.63,16277
2018-10-04 17:55:00+00:00,227.61,227.76,227.29,227.71,14375
2018-10-04 18:00:00+00:00,227.69,228.18,227.69,228.1,22776
2018-10-04 18:05:00+00:00,228.1,228.11,227.79,227.82,19967
2018-10-04 18:10:00+00:00,227.81,228.05,227.59,227.93,15055
2018-10-04 18:15:00+00:00,227.89,227.89,227.39,227.55,17973
2018-10-04 18:20:00+00:00,227.58,227.62,227.03,227.17,37102
2018-10-04 18:25:00+00:00,227.13,227.54,226.75,227.48,23536
2018-10-04 18:30:00+00:00,227.53,227.72,227.37,227.68,20835
2018-10-04 18:35:00+00:00,227.71,228.35,227.59,228.21,33692
2018-10-04 18:40:00+00:00,228.23,228.27,227.53,227.65,322541
2018-10-04 18:45:00+00:00,227.64,228.11,227.55,227.8,21348
2018-10-04 18:50:00+00:00,227.86,228.3,227.73,228.3,20399
2018-10-04 18:55:00+00:00,228.4,228.45,228.1,228.3,16529
2018-10-04 19:00:00+00:00,228.34,228.34,228.1,228.25,13169
2018-10-04 19:05:00+00:00,228.25,228.5,228.16,228.3,17420
2018-10-04 19:10:00+00:00,228.31,228.37,228.03,228.04,24191
2018-10-04 19:15:00+00:00,228.08,228.2,227.93,228.12,18248
2018-10-04 19:20:00+00:00,228.13,228.16,227.77,227.9,23718
2018-10-04 19:25:00+00:00,227.93,228.17,227.91,227.92,19224
2018-10-04 19:30:00+00:00,227.84,228.0,227.67,227.69,15153
2018-10-04 19:35:00+00:00,227.69,227.69,227.4,227.51,15608
2018-10-04 19:40:00+00:00,227.5,227.85,227.44,227.81,18980
2018-10-04 19:45:00+00:00,227.82,228.59,227.82,228.44,32663
2018-10-04 19:50:00+00:00,228.52,228.59,228.11,228.42,20093
2018-10-04 19:55:00+00:00,228.43,228.46,227.63,227.99,64144
2018-10-05 12:35:00+00:00,227.16,227.16,227.16,227.16,100
2018-10-05 13:10:00+00:00,228.35,228.35,228.35,228.35,100
2018-10-05 13:20:00+00:00,228.08,228.08,228.08,228.08,200
2018-10-05 13:25:00+00:00,227.952,227.952,227.952,227.952,200
2018-10-05 13:30:00+00:00,228.23,228.33,226.85,227.19,37101
2018-10-05 13:35:00+00:00,227.21,228.13,227.07,227.42,49385
2018-10-05 13:40:00+00:00,227.41,227.605,226.89,227.12,43154
2018-10-05 13:45:00+00:00,227.135,227.47,226.371,226.42,41162
2018-10-05 13:50:00+00:00,226.401,226.58,225.86,226.44,50490
2018-10-05 13:55:00+00:00,226.41,226.41,225.69,226.17,29661
2018-10-05 14:00:00+00:00,226.1,226.54,225.56,225.83,40921
2018-10-05 14:05:00+00:00,225.83,226.28,225.82,225.89,22207
2018-10-05 14:10:00+00:00,225.88,226.07,225.67,226.03,19594
2018-10-05 14:15:00+00:00,225.96,226.21,225.69,225.84,23008
2018-10-05 14:20:00+00:00,225.81,226.46,225.75,226.39,27485
2018-10-05 14:25:00+00:00,226.34,226.67,226.3,226.41,24637
2018-10-05 14:30:00+00:00,226.47,226.51,226.27,226.5,17236
2018-10-05 14:35:00+00:00,226.6,226.74,226.3,226.3,16204
2018-10-05 14:40:00+00:00,226.21,226.42,225.96,225.99,19890
2018-10-05 14:45:00+00:00,226.02,226.1,225.43,225.55,24522
2018-10-05 14:50:00+00:00,225.511,225.76,225.32,225.71,21563
2018-10-05 14:55:00+00:00,225.69,226.03,225.57,225.93,22267
2018-10-05 15:00:00+00:00,226.03,226.06,225.7,225.89,19907
2018-10-05 15:05:00+00:00,225.87,225.99,225.42,225.45,24142
2018-10-05 15:10:00+00:00,225.43,225.43,224.791,225.04,50100
2018-10-05 15:15:00+00:00,225.07,225.12,224.18,224.36,41733
2018-10-05 15:20:00+00:00,224.29,224.62,223.85,224.56,48710
2018-10-05 15:25:00+00:00,224.6,224.82,224.27,224.46,24485
2018-10-05 15:30:00+00:00,224.47,224.73,224.24,224.59,19492
2018-10-05 15:35:00+00:00,224.67,224.88,224.29,224.79,20070
2018-10-05 15:40:00+00:00,224.77,224.78,224.14,224.43,17755
2018-10-05 15:45:00+00:00,224.43,224.43,223.69,224.14,34137
2018-10-05 15:50:00+00:00,224.12,224.22,223.56,223.8,18551
2018-10-05 15:55:00+00:00,223.76,224.13,223.76,223.9,20245
2018-10-05 16:00:00+00:00,223.96,224.41,223.87,224.37,24103
2018-10-05 16:05:00+00:00,224.35,224.65,224.15,224.52,24752
2018-10-05 16:10:00+00:00,224.52,224.63,224.02,224.22,16451
2018-10-05 16:15:00+00:00,224.17,224.38,224.02,224.23,17647
2018-10-05 16:20:00+00:00,224.25,224.77,224.23,224.57,18234
2018-10-05 16:25:00+00:00,224.55,224.61,224.16,224.37,18704
2018-10-05 16:30:00+00:00,224.37,224.37,223.57,223.74,19209
2018-10-05 16:35:00+00:00,223.6,223.68,223.3,223.46,28081
2018-10-05 16:40:00+00:00,223.47,223.5,223.14,223.45,29866
2018-10-05 16:45:00+00:00,223.42,223.67,223.33,223.64,14336
2018-10-05 16:50:00+00:00,223.69,223.69,223.28,223.43,25667
2018-10-05 16:55:00+00:00,223.385,223.385,222.74,222.88,25259
2018-10-05 17:00:00+00:00,222.69,222.78,222.18,222.55,35942
2018-10-05 17:05:00+00:00,222.49,222.67,221.37,221.43,49885
2018-10-05 17:10:00+00:00,221.6,221.72,221.24,221.72,42950
2018-10-05 17:15:00+00:00,221.72,222.08,221.7,221.9,31462
2018-10-05 17:20:00+00:00,221.94,221.94,220.58,221.12,50835
2018-10-05 17:25:00+00:00,221.09,221.52,221.06,221.52,30523
2018-10-05 17:30:00+00:00,221.45,221.95,221.45,221.73,29010
2018-10-05 17:35:00+00:00,221.75,222.37,221.44,222.27,40884
2018-10-05 17:40:00+00:00,222.29,222.9,222.28,222.84,31595
2018-10-05 17:45:00+00:00,222.815,222.83,222.53,222.64,150566
2018-10-05 17:50:00+00:00,222.67,223.2,222.35,223.15,25627
2018-10-05 17:55:00+00:00,223.16,223.49,223.02,223.26,31973
2018-10-05 18:00:00+00:00,223.28,223.73,223.28,223.67,28495
2018-10-05 18:05:00+00:00,223.72,223.84,223.01,223.11,28248
2018-10-05 18:10:00+00:00,223.13,223.37,223.09,223.155,15746
2018-10-05 18:15:00+00:00,223.11,224.06,223.03,224.03,22826
2018-10-05 18:20:00+00:00,224.03,224.22,223.86,224.13,23230
2018-10-05 18:25:00+00:00,224.12,224.32,224.02,224.24,22757
2018-10-05 18:30:00+00:00,224.24,224.49,224.13,224.16,20451
2018-10-05 18:35:00+00:00,224.16,224.27,223.88,224.2,15071
2018-10-05 18:40:00+00:00,224.29,225.14,224.27,224.8,28836
2018-10-05 18:45:00+00:00,224.85,224.98,224.43,224.7,25768
2018-10-05 18:50:00+00:00,224.76,224.76,224.43,224.61,44136
2018-10-05 18:55:00+00:00,224.61,225.05,224.45,224.96,34636
2018-10-05 19:00:00+00:00,225.02,225.16,224.58,224.92,22636
2018-10-05 19:05:00+00:00,224.86,225.35,224.8,225.08,20130
2018-10-05 19:10:00+00:00,225.03,225.13,224.61,224.89,20867
2018-10-05 19:15:00+00:00,224.93,225.19,224.74,224.89,19392
2018-10-05 19:20:00+00:00,224.92,225.2,224.79,224.97,15268
2018-10-05 19:25:00+00:00,224.97,224.97,224.53,224.64,30483
2018-10-05 19:30:00+00:00,224.635,224.66,224.09,224.11,34500
2018-10-05 19:35:00+00:00,224.14,224.47,224.05,224.39,29748
2018-10-05 19:40:00+00:00,224.42,224.73,224.15,224.7,45076
2018-10-05 19:45:00+00:00,224.75,225.0,224.71,224.81,28829
2018-10-05 19:50:00+00:00,224.71,224.77,224.45,224.57,42141
2018-10-05 19:55:00+00:00,224.56,224.78,223.83,224.26,78890
2018-10-08 13:30:00+00:00,222.22,222.38,221.04,222.2,85233
2018-10-08 13:35:00+00:00,222.13,222.83,221.79,222.19,47609
2018-10-08 13:40:00+00:00,222.28,223.32,221.95,223.22,38702
2018-10-08 13:45:00+00:00,223.1,223.4,222.51,222.53,43771
2018-10-08 13:50:00+00:00,222.63,223.35,222.56,223.28,45740
2018-10-08 13:55:00+00:00,223.25,223.26,222.76,222.82,37068
2018-10-08 14:00:00+00:00,222.86,223.15,222.63,222.9,32980
2018-10-08 14:05:00+00:00,222.83,223.15,222.56,223.01,35105
2018-10-08 14:10:00+00:00,223.04,223.78,222.85,223.74,44306
2018-10-08 14:15:00+00:00,223.73,223.96,223.52,223.76,27166
2018-10-08 14:20:00+00:00,223.75,224.12,223.64,223.93,25632
2018-10-08 14:25:00+00:00,223.93,224.3,223.73,223.86,25470
2018-10-08 14:30:00+00:00,223.88,223.92,223.47,223.47,26049
2018-10-08 14:35:00+00:00,223.49,223.54,223.07,223.37,26128
2018-10-08 14:40:00+00:00,223.37,223.42,222.94,222.95,20487
2018-10-08 14:45:00+00:00,222.96,223.06,222.51,222.68,23557
2018-10-08 14:50:00+00:00,222.7,222.86,222.55,222.86,22584
2018-10-08 14:55:00+00:00,222.83,223.22,222.8,223.16,17632
2018-10-08 15:00:00+00:00,223.12,223.18,222.54,222.64,21807
2018-10-08 15:05:00+00:00,222.62,222.7,222.24,222.35,20997
2018-10-08 15:10:00+00:00,222.33,222.65,222.28,222.55,18887
2018-10-08 15:15:00+00:00,222.57,222.9,222.33,222.76,24944
2018-10-08 15:20:00+00:00,222.71,223.19,222.58,223.09,21523
2018-10-08 15:25:00+00:00,223.11,223.11,222.4,222.5,27461
2018-10-08 15:30:00+00:00,222.46,222.71,221.82,221.82,29683
2018-10-08 15:35:00+00:00,221.83,222.2,221.56,221.61,33405
2018-10-08 15:40:00+00:00,221.61,221.61,220.23,220.9,58543
2018-10-08 15:45:00+00:00,220.83,221.2,220.31,221.14,46930
2018-10-08 15:50:00+00:00,221.17,221.57,221.11,221.39,22333
2018-10-08 15:55:00+00:00,221.39,221.66,220.78,221.56,33001
2018-10-08 16:00:00+00:00,221.53,221.63,221.11,221.62,25332
2018-10-08 16:05:00+00:00,221.63,221.63,221.11,221.34,22396
2018-10-08 16:10:00+00:00,221.34,221.35,220.6,220.7,25429
2018-10-08 16:15:00+00:00,220.83,221.24,220.8,220.93,17557
2018-10-08 16:20:00+00:00,220.76,221.7,220.75,221.66,25395
2018-10-08 16:25:00+00:00,221.7,222.22,221.62,222.09,143836
2018-10-08 16:30:00+00:00,222.095,222.2,221.82,222.05,17529
2018-10-08 16:35:00+00:00,222.07,222.351,221.93,222.21,29648
2018-10-08 16:40:00+00:00,222.14,222.35,221.95,221.98,10654
2018-10-08 16:45:00+00:00,222.1,222.14,221.6,221.86,13600
2018-10-08 16:50:00+00:00,221.88,221.97,221.32,221.35,16291
2018-10-08 16:55:00+00:00,221.42,221.52,220.9,220.97,24199
2018-10-08 17:00:00+00:00,220.98,221.73,220.94,221.71,21190
2018-10-08 17:05:00+00:00,221.68,222.34,221.58,222.21,19821
2018-10-08 17:10:00+00:00,222.19,222.26,221.96,221.96,12701
2018-10-08 17:15:00+00:00,221.95,222.03,221.55,221.64,17244
2018-10-08 17:20:00+00:00,221.62,221.92,221.56,221.92,534139
2018-10-08 17:25:00+00:00,221.95,222.23,221.81,221.85,15852
2018-10-08 17:30:00+00:00,221.83,222.54,221.8,222.54,21699
2018-10-08 17:35:00+00:00,222.52,222.93,222.47,222.82,18262
2018-10-08 17:40:00+00:00,222.83,223.18,222.83,222.96,15439
2018-10-08 17:45:00+00:00,223.03,223.25,222.8,222.99,17445
2018-10-08 17:50:00+00:00,222.98,223.13,222.89,223.07,13043
2018-10-08 17:55:00+00:00,223.04,223.04,222.47,222.49,47938
2018-10-08 18:00:00+00:00,222.48,223.4,222.43,223.2,17965
2018-10-08 18:05:00+00:00,223.21,223.74,223.2,223.51,514800
2018-10-08 18:10:00+00:00,223.47,223.53,223.2,223.27,15052
2018-10-08 18:15:00+00:00,223.32,223.55,222.92,222.93,20530
2018-10-08 18:20:00+00:00,222.94,223.465,222.93,222.93,18351
2018-10-08 18:25:00+00:00,222.89,223.13,222.54,222.55,17486
2018-10-08 18:30:00+00:00,222.62,223.24,222.62,222.98,18138
2018-10-08 18:35:00+00:00,222.99,223.07,222.67,223.07,16774
2018-10-08 18:40:00+00:00,223.04,223.12,222.84,223.09,15639
2018-10-08 18:45:00+00:00,223.04,223.48,222.97,223.36,15133
2018-10-08 18:50:00+00:00,223.35,223.59,223.24,223.3,19678
2018-10-08 18:55:00+00:00,223.24,223.58,223.24,223.41,16439
2018-10-08 19:00:00+00:00,223.33,223.97,223.33,223.945,23435
2018-10-08 19:05:00+00:00,223.95,224.09,223.65,223.98,27607
2018-10-08 19:10:00+00:00,223.91,224.09,223.86,223.96,26930
2018-10-08 19:15:00+00:00,223.87,224.19,223.87,224.09,26669
2018-10-08 19:20:00+00:00,224.1,224.17,223.66,223.69,32698
2018-10-08 19:25:00+00:00,223.69,223.94,223.69,223.76,28386
2018-10-08 19:30:00+00:00,223.77,224.41,223.77,224.34,43540
2018-10-08 19:35:00+00:00,224.32,224.68,224.2,224.56,28595
2018-10-08 19:40:00+00:00,224.57,224.71,224.275,224.38,27744
2018-10-08 19:45:00+00:00,224.37,224.79,224.33,224.41,31193
2018-10-08 19:50:00+00:00,224.52,224.52,223.89,223.97,44762
2018-10-08 19:55:00+00:00,223.96,224.15,223.76,223.76,97932
2018-10-09 12:20:00+00:00,222.19,222.19,222.19,222.19,100
2018-10-09 13:20:00+00:00,222.73,222.73,222.73,222.73,100
2018-10-09 13:25:00+00:00,222.89,222.89,222.89,222.89,110
2018-10-09 13:30:00+00:00,223.645,224.49,222.88,223.98,40972
2018-10-09 13:35:00+00:00,223.93,224.92,223.71,223.99,55319
2018-10-09 13:40:00+00:00,224.08,224.09,222.68,223.94,49084
2018-10-09 13:45:00+00:00,223.97,223.99,222.25,222.94,51344
2018-10-09 13:50:00+00:00,222.92,223.51,222.68,223.46,40344
2018-10-09 13:55:00+00:00,223.4,224.26,223.22,224.13,34510
2018-10-09 14:00:00+00:00,224.135,224.44,223.97,224.3,32127
2018-10-09 14:05:00+00:00,224.35,224.43,223.57,223.67,31766
2018-10-09 14:10:00+00:00,223.6,224.0,223.35,223.76,32902
2018-10-09 14:15:00+00:00,223.88,224.92,223.86,224.92,33003
2018-10-09 14:20:00+00:00,224.88,225.66,224.88,225.63,33898
2018-10-09 14:25:00+00:00,225.73,226.34,225.56,226.3,30055
2018-10-09 14:30:00+00:00,226.31,226.68,226.2,226.4,40367
2018-10-09 14:35:00+00:00,226.46,226.69,226.39,226.58,19587
2018-10-09 14:40:00+00:00,226.56,226.97,226.5,226.84,17455
2018-10-09 14:45:00+00:00,226.82,226.95,226.61,226.62,35559
2018-10-09 14:50:00+00:00,226.65,226.78,226.09,226.22,27485
2018-10-09 14:55:00+00:00,226.28,226.71,226.06,226.34,23478
2018-10-09 15:00:00+00:00,226.33,226.52,225.56,225.75,46437
2018-10-09 15:05:00+00:00,225.74,226.03,225.54,225.61,29057
2018-10-09 15:10:00+00:00,225.62,225.77,225.13,225.5,34564
2018-10-09 15:15:00+00:00,225.52,225.91,225.52,225.86,18064
2018-10-09 15:20:00+00:00,225.88,226.63,225.87,226.6,23812
2018-10-09 15:25:00+00:00,226.65,226.87,226.48,226.5,17843
2018-10-09 15:30:00+00:00,226.5,226.76,226.25,226.29,16964
2018-10-09 15:35:00+00:00,226.325,226.71,226.31,226.56,20150
2018-10-09 15:40:00+00:00,226.57,226.76,226.49,226.54,15501
2018-10-09 15:45:00+00:00,226.55,226.55,226.11,226.23,15923
2018-10-09 15:50:00+00:00,226.23,226.6,226.22,226.52,19004
2018-10-09 15:55:00+00:00,226.56,226.78,226.45,226.56,18309
2018-10-09 16:00:00+00:00,226.565,226.85,226.44,226.58,23304
2018-10-09 16:05:00+00:00,226.48,226.66,226.27,226.3,15627
2018-10-09 16:10:00+00:00,226.2,226.31,225.69,225.69,20811
2018-10-09 16:15:00+00:00,225.73,225.83,225.65,225.69,14472
2018-10-09 16:20:00+00:00,225.69,226.03,225.66,225.69,15055
2018-10-09 16:25:00+00:00,225.65,225.95,225.64,225.68,356505
2018-10-09 16:30:00+00:00,225.7,225.83,225.41,225.66,35835
2018-10-09 16:35:00+00:00,225.67,226.16,225.65,226.06,14540
2018-10-09 16:40:00+00:00,226.05,226.05,225.19,225.2,15024
2018-10-09 16:45:00+00:00,225.2,225.51,224.95,225.15,34943
2018-10-09 16:50:00+00:00,225.17,225.25,224.97,225.15,15415
2018-10-09 16:55:00+00:00,225.18,225.56,225.09,225.44,19201
2018-10-09 17:00:00+00:00,225.4,225.4,224.88,225.06,13175
2018-10-09 17:05:00+00:00,225.04,225.42,224.85,225.16,17472
2018-10-09 17:10:00+00:00,225.27,225.71,225.27,225.63,18079
2018-10-09 17:15:00+00:00,225.61,225.99,225.54,225.77,13037
2018-10-09 17:20:00+00:00,225.77,226.19,225.77,225.98,16935
2018-10-09 17:25:00+00:00,226.0,226.01,225.84,225.91,9831
2018-10-09 17:30:00+00:00,225.9,225.92,225.51,225.65,13866
2018-10-09 17:35:00+00:00,225.56,225.6,225.33,225.45,9230
2018-10-09 17:40:00+00:00,225.45,225.64,224.92,224.97,16705
2018-10-09 17:45:00+00:00,224.945,225.36,224.81,225.235,16657
2018-10-09 17:50:00+00:00,225.14,225.5,225.13,225.46,10693
2018-10-09 17:55:00+00:00,225.54,225.83,225.51,225.68,15653
2018-10-09 18:00:00+00:00,225.61,225.66,225.36,225.51,12064
2018-10-09 18:05:00+00:00,225.52,226.0,225.32,226.0,21204
2018-10-09 18:10:00+00:00,225.97,226.17,225.9,226.16,17561
2018-10-09 18:15:00+00:00,226.22,226.26,225.73,225.73,15939
2018-10-09 18:20:00+00:00,225.8,225.91,225.56,225.79,17193
2018-10-09 18:25:00+00:00,225.85,226.07,225.75,225.88,12454
2018-10-09 18:30:00+00:00,225.9,226.0,225.55,225.63,14449
2018-10-09 18:35:00+00:00,225.61,225.83,225.39,225.79,19831
2018-10-09 18:40:00+00:00,225.77,226.29,225.77,226.2,47472
2018-10-09 18:45:00+00:00,226.21,226.24,225.89,226.21,14281
2018-10-09 18:50:00+00:00,226.21,226.66,226.11,226.56,17854
2018-10-09 18:55:00+00:00,226.62,226.81,226.61,226.7,11927
2018-10-09 19:00:00+00:00,226.66,226.73,226.45,226.55,16113
2018-10-09 19:05:00+00:00,226.61,226.7,226.52,226.67,11973
2018-10-09 19:10:00+00:00,226.62,226.74,226.4,226.71,15252
2018-10-09 19:15:00+00:00,226.75,226.93,226.65,226.8,18082
2018-10-09 19:20:00+00:00,226.79,226.79,226.28,226.42,31633
2018-10-09 19:25:00+00:00,226.36,226.7,226.36,226.63,16651
2018-10-09 19:30:00+00:00,226.6,227.02,226.51,226.88,28684
2018-10-09 19:35:00+00:00,226.885,227.09,226.83,227.0,22307
2018-10-09 19:40:00+00:00,226.98,226.99,226.72,226.82,18573
2018-10-09 19:45:00+00:00,226.83,227.251,226.83,227.06,58793
2018-10-09 19:50:00+00:00,226.94,227.15,226.82,227.14,35085
2018-10-09 19:55:00+00:00,227.14,227.17,226.7,226.87,63365
2018-10-10 13:10:00+00:00,225.66,225.84,225.66,225.83,462
2018-10-10 13:25:00+00:00,225.663,225.67,225.663,225.67,335
2018-10-10 13:30:00+00:00,225.48,226.35,225.46,225.86,50255
2018-10-10 13:35:00+00:00,225.81,226.0,224.33,224.45,60008
2018-10-10 13:40:00+00:00,224.48,225.63,224.48,224.89,58833
2018-10-10 13:45:00+00:00,224.91,225.3,224.31,224.31,54868
2018-10-10 13:50:00+00:00,224.285,224.32,223.43,223.62,65835
2018-10-10 13:55:00+00:00,223.56,223.59,222.89,223.54,57390
2018-10-10 14:00:00+00:00,223.55,223.88,222.59,223.4,60077
2018-10-10 14:05:00+00:00,223.4,224.14,223.32,223.9,46934
2018-10-10 14:10:00+00:00,223.82,224.0,223.31,223.34,35367
2018-10-10 14:15:00+00:00,223.3,223.8,223.09,223.78,32769
2018-10-10 14:20:00+00:00,223.82,224.11,223.36,223.72,38887
2018-10-10 14:25:00+00:00,223.72,223.72,222.9,223.46,42427
2018-10-10 14:30:00+00:00,223.49,223.98,223.12,223.39,31713
2018-10-10 14:35:00+00:00,223.42,223.76,223.16,223.36,30354
2018-10-10 14:40:00+00:00,223.42,223.94,223.23,223.62,35803
2018-10-10 14:45:00+00:00,223.65,224.35,223.35,223.56,37776
2018-10-10 14:50:00+00:00,223.6,224.35,223.6,223.76,26476
2018-10-10 14:55:00+00:00,223.72,223.77,223.12,223.55,29515
2018-10-10 15:00:00+00:00,223.65,224.05,223.05,223.12,29386
2018-10-10 15:05:00+00:00,223.08,223.31,222.3,222.3,47798
2018-10-10 15:10:00+00:00,222.31,222.97,222.19,222.63,50288
2018-10-10 15:15:00+00:00,222.6,223.19,222.43,222.81,43854
2018-10-10 15:20:00+00:00,222.92,223.07,222.37,222.66,56904
2018-10-10 15:25:00+00:00,222.66,223.48,222.65,223.34,30138
2018-10-10 15:30:00+00:00,223.35,223.5,223.07,223.15,25755
2018-10-10 15:35:00+00:00,223.19,223.28,222.8,222.98,27670
2018-10-10 15:40:00+00:00,223.09,224.08,223.04,224.06,30537
2018-10-10 15:45:00+00:00,224.0,224.28,223.71,224.25,21946
2018-10-10 15:50:00+00:00,224.24,224.39,223.83,224.02,22812
2018-10-10 15:55:00+00:00,223.99,224.02,223.36,223.36,23216
2018-10-10 16:00:00+00:00,223.3,223.49,223.1,223.2,29233
2018-10-10 16:05:00+00:00,223.25,223.25,222.79,223.165,27106
2018-10-10 16:10:00+00:00,223.19,223.75,223.12,223.52,26978
2018-10-10 16:15:00+00:00,223.47,223.92,223.43,223.919,22539
2018-10-10 16:20:00+00:00,223.93,223.93,223.51,223.53,19998
2018-10-10 16:25:00+00:00,223.54,223.71,223.28,223.35,18416
2018-10-10 16:30:00+00:00,223.3,223.49,223.16,223.4,21283
2018-10-10 16:35:00+00:00,223.4,223.58,223.02,223.27,15366
2018-10-10 16:40:00+00:00,223.3,223.43,223.02,223.1,16297
2018-10-10 16:45:00+00:00,223.03,223.32,222.94,223.09,22979
2018-10-10 16:50:00+00:00,223.06,223.43,222.98,223.14,19636
2018-10-10 16:55:00+00:00,223.15,223.36,222.56,222.62,17177
2018-10-10 17:00:00+00:00,222.6,222.6,222.17,222.43,31004
2018-10-10 17:05:00+00:00,222.41,222.86,222.37,222.84,31206
2018-10-10 17:10:00+00:00,222.83,223.69,222.61,223.69,29041
2018-10-10 17:15:00+00:00,223.7,223.8,223.48,223.505,36841
2018-10-10 17:20:00+00:00,223.52,223.8,223.23,223.59,19212
2018-10-10 17:25:00+00:00,223.59,223.61,223.26,223.27,18779
2018-10-10 17:30:00+00:00,223.25,223.3,222.8,223.18,20349
2018-10-10 17:35:00+00:00,223.15,223.33,222.71,222.8,21605
2018-10-10 17:40:00+00:00,222.91,222.93,222.37,222.82,27357
2018-10-10 17:45:00+00:00,222.84,223.21,222.83,223.14,21811
2018-10-10 17:50:00+00:00,223.07,223.11,222.66,222.81,20646
2018-10-10 17:55:00+00:00,222.81,222.81,222.45,222.75,16100
2018-10-10 18:00:00+00:00,222.71,222.81,222.2,222.22,22417
2018-10-10 18:05:00+00:00,222.18,222.2,221.5,221.58,49390
2018-10-10 18:10:00+00:00,221.61,222.27,221.6,221.67,33014
2018-10-10 18:15:00+00:00,221.74,222.43,221.6,221.85,24539
2018-10-10 18:20:00+00:00,221.88,222.09,221.69,222.0,22531
2018-10-10 18:25:00+00:00,222.1,222.11,221.58,221.75,22551
2018-10-10 18:30:00+00:00,221.73,221.97,221.18,221.23,41578
2018-10-10 18:35:00+00:00,221.23,221.439,220.75,221.08,38983
2018-10-10 18:40:00+00:00,221.04,221.04,220.17,220.21,35638
2018-10-10 18:45:00+00:00,220.22,220.8,220.2,220.27,36632
2018-10-10 18:50:00+00:00,220.255,221.14,220.255,221.12,30528
2018-10-10 18:55:00+00:00,221.12,221.68,220.92,221.38,25208
2018-10-10 19:00:00+00:00,221.33,221.33,220.55,220.58,24879
2018-10-10 19:05:00+00:00,220.61,220.85,220.22,220.57,49966
2018-10-10 19:10:00+00:00,220.58,220.76,220.18,220.47,48646
