timestamp,symbol,open,high,low,close,vwap,cum_tick,cum_volume,cum_dollar_value,cum_buy_tick,cum_buy_volume,cum_buy_dollar_value
2020-08-11 09:57:04.301000-04:00,AAPL,447.8234,447.8234,447.06,447.17,447.49645576863384,1000,57986,25948529.484199945,261,14985,6705593.803600001
2020-08-11 09:57:16.308000-04:00,AMZN,3112.56,3118.011,3107,3111.8499,3110.7458193010225,1000,15165,47174460.349699974,323,4027,12529475.792100005
2020-08-11 09:57:18.042000-04:00,AAPL,447.1,447.3,446.85,447.15,447.0362983293436,1000,59318,26517299.144299988,213,15637,6990753.557200002
2020-08-11 09:57:22.525000-04:00,TSLA,1408.5,1411,1406,1411,1408.3877264406553,1000,29969,42207971.77370002,357,9184,12937505.611000005
2020-08-11 09:57:52.503000-04:00,TSLA,1410.78,1414.32,1409.41,1412.99,1412.516424167049,1000,32685,46168099.32390002,370,12564,17748185.664899994
2020-08-11 09:57:54.506000-04:00,AAPL,447.14,448.15,447.04,447.91,447.7557363624135,1000,66907,29957993.052800003,371,26026,11652763.788499987
2020-08-11 09:58:21.121000-04:00,AAPL,447.8556,448.8,447.8237,448.36,448.4139636327939,1000,73855,33117613.28410002,324,18187,8156235.476000001
2020-08-11 09:58:22.318000-04:00,TSLA,1411.44,1415.69,1410,1411.62,1414.0379884524052,1000,29478,41683011.82360004,334,7611,10763876.8651
2020-08-11 09:58:55.252000-04:00,AMZN,3111.16,3121.35,3108.4033,3120,3116.9667982099495,1000,17709,55198365.02949999,393,6015,18748254.77819999
2020-08-11 09:59:06.908000-04:00,AAPL,448.4,448.53,447.9,448.18,448.23872236180074,1000,60420,27082583.605100024,327,16081,7208323.653099993
2020-08-11 09:59:19.200000-04:00,TSLA,1412.08,1415.6899,1410,1411.95,1413.451288139346,1000,27098,38301703.006000005,398,11483,16231445.637500003
2020-08-11 09:59:42.860000-04:00,AAPL,448.17,448.21,447.22,447.395,447.6835687148241,1000,60233,26965324.39440001,316,16629,7443746.904699997
2020-08-11 10:00:14.166000-04:00,AAPL,447.4699,447.8892,447.3301,447.47,447.4913577094221,1000,66970,29968496.225799967,299,18770,8400084.787600001
2020-08-11 10:00:14.284000-04:00,TSLA,1411.95,1412.47,1408.28,1411.43,1410.5086925836267,1000,27264,38456108.99459999,348,11471,16181625.772499997
2020-08-11 10:00:46.744000-04:00,AAPL,447.47,447.77,447.29,447.57,447.5220862385956,1000,57763,25850218.267399956,287,14114,6316861.974100002
2020-08-11 10:01:08.319000-04:00,AMZN,3118.7932,3120.99,3113,3113.61,3117.0126737084697,1000,15621,48690854.976000026,398,5898,18388374.237600002
2020-08-11 10:01:14.304000-04:00,TSLA,1411.6,1413,1407,1408.88,1409.7066036312767,1000,33955,47866587.726300046,354,11434,16125656.649100004
2020-08-11 10:01:27.080000-04:00,AAPL,447.57,447.8493,447.46,447.59,447.62834081804385,1000,66549,29789218.453099985,316,21340,9552906.9496
2020-08-11 10:01:55.806000-04:00,TSLA,1408.88,1409.29,1401.35,1404,1404.288823196177,1000,27414,38497173.79909994,347,8422,11829171.842700005
2020-08-11 10:02:03.785000-04:00,AAPL,447.58,447.59,447.05,447.21,447.24140602867,1000,57691,25801803.955199994,303,16430,7348234.490799996
2020-08-11 10:02:23.020000-04:00,TSLA,1404,1404.5626,1398,1399,1401.3739149954242,1000,22947,32157327.227399968,223,6068,8507191.948599998
2020-08-11 10:02:25.995000-04:00,AAPL,447.22,447.6032,447,447.1553,447.4473480133004,1000,454724,203465047.87800014,215,411243,184023896.8564
2020-08-11 10:03:01.004000-04:00,AMZN,3113.61,3118.4299,3107.3201,3110.99,3111.3586212438668,1000,15082,46925510.725600004,354,4681,14566486.521699999
2020-08-11 10:03:03.568000-04:00,AAPL,447.12,447.21,446.82,447.1956,447.01137150684167,1000,71182,31819163.446600042,321,23315,10422709.747000003
2020-08-11 10:03:06.919000-04:00,TSLA,1398.36,1407.43,1398,1406.6368,1402.1661054446013,1000,28340,39737387.42829998,407,14207,19920709.665500008
2020-08-11 10:03:37.914000-04:00,AAPL,447.21,447.53,446.88,446.94,447.24264556471394,1000,63209,28269760.38350003,301,17425,7793839.0381999975
2020-08-11 10:04:05.954000-04:00,AAPL,446.97,447.51,446.43,446.7876,446.7206623091478,1000,53379,23845502.23340003,321,15376,6869080.9960999945
2020-08-11 10:04:12.159000-04:00,TSLA,1406.02,1406.98,1399,1402.05,1402.5114342876354,1000,28258,39632168.11010002,343,11518,16158400.022200001
2020-08-11 10:04:17.647000-04:00,AAPL,446.72,446.9,445.98,446,446.3399016586782,1000,47568,21231496.442100007,203,9161,4089519.282600001
2020-08-11 10:04:18.425000-04:00,AMZN,3111,3114.116,3103.5004,3103.51,3107.8135012446114,1000,16471,51188796.17900001,261,4233,13161630.655299993
2020-08-11 10:04:34.057000-04:00,AAPL,446,446.25,445.81,446,446.00027642208545,1000,47905,21365643.24199998,276,12999,5798050.5463000005
2020-08-11 10:04:49.535000-04:00,TSLA,1402.14,1402.9699,1395.09,1396.35,1398.2603939283354,1000,25759,36017789.487199984,306,7393,10339099.051100006
2020-08-11 10:05:03.919000-04:00,AAPL,445.99,446.12,445.78,446.08,445.9383935949522,1000,67197,29965722.234400023,367,25740,11478813.623799998
2020-08-11 10:05:18.213000-04:00,TSLA,1395.2361,1402.92,1394.02,1400.83,1398.2798041498052,1000,26194,36626541.189900056,331,8725,12204565.755600002
2020-08-11 10:05:37.211000-04:00,AAPL,446.08,446.6,446.07,446.29,446.3611948761285,1000,72777,32484828.679499973,367,24486,10929941.593000006
2020-08-11 10:05:59.857000-04:00,AMZN,3103.5004,3112.11,3102,3108,3106.2958057123155,1000,17401,54052653.31520012,393,5683,17654233.426599994
2020-08-11 10:06:04.220000-04:00,AAPL,446.3,446.34,445.62,445.62,446.03766237530346,1000,72075,32148164.515700012,290,19260,8591467.433000004
2020-08-11 10:06:20.680000-04:00,TSLA,1400.83,1404.6104,1398,1400,1401.1116111329231,1000,22923,32117681.46199999,367,8353,11706220.674399994
2020-08-11 10:06:32.095000-04:00,AAPL,445.62,446.6957,445.54,446.0377,446.1336915822984,1000,88896,39659500.64690004,343,47482,21194219.826100014
2020-08-11 10:07:06.188000-04:00,AAPL,446.07,446.21,445.67,445.76,445.9914285574428,1000,61287,27333476.682000015,302,15717,7010664.736600001
2020-08-11 10:07:36.706000-04:00,AAPL,445.72,445.94,445.49,445.5,445.7028056412729,1000,51850,23109690.47250003,325,14521,6472789.738200004
2020-08-11 10:07:45.423000-04:00,TSLA,1399.74,1402,1397,1397.58,1399.7270681054085,1000,22427,31391678.956399977,355,9022,12631403.894699996
2020-08-11 10:07:57.063000-04:00,AAPL,445.5,445.9941,445.11,445.12,445.42236060799127,1000,54935,24469277.38000003,283,14807,6595720.697299999
2020-08-11 10:07:58.013000-04:00,AMZN,3108,3109.99,3102.01,3102.01,3106.4545249313146,1000,17107,53142117.55799998,399,6802,21133821.47209999
2020-08-11 10:08:01.114000-04:00,AAPL,445.12,445.2,445,445,445.04570607182274,1000,43496,19357708.0313,82,5971,2657713.8636999982
2020-08-11 10:08:01.716000-04:00,AAPL,445,445.04,444.91,445.04,444.999700952517,1000,41994,18687317.441800006,38,2276,1012828.6614999997
2020-08-11 10:08:24.152000-04:00,AAPL,445.04,445.24,444.81,444.91,444.99337302694283,1000,66103,29415396.937199973,344,24864,11065005.0296
2020-08-11 10:08:29.350000-04:00,TSLA,1398.39,1398.88,1392,1393.21,1393.935461843709,1000,22151,30877064.415300008,314,6445,8985754.574900003
2020-08-11 10:08:29.472000-04:00,AMZN,3102.01,3103.48,3100,3100,3101.037952037777,1000,13765,42685787.4098,172,3112,9652321.6109
2020-08-11 10:08:47.347000-04:00,AAPL,444.8864,444.99,444.5,444.5996,444.7157312275704,1000,54058,24040442.998700004,323,15976,7104813.381000001
2020-08-11 10:08:49.215000-04:00,AMZN,3100,3102.83,3097.52,3097.61,3099.1913685307914,1000,13429,41619040.88799999,160,2864,8876500.423900004
2020-08-11 10:09:12.246000-04:00,AAPL,444.5775,444.84,444.5,444.63,444.6557080023448,1000,63119,28066223.633399975,351,21887,9732729.418799998
2020-08-11 10:09:27.001000-04:00,TSLA,1393.11,1394.89,1391.02,1391.94,1392.572418260321,1000,25361,35317029.0995,352,8647,12043291.317500006
2020-08-11 10:09:33.596000-04:00,AAPL,444.6006,444.7,444.26,444.31,444.4213661831072,1000,60937,27081704.79110001,301,16394,7286207.5851
2020-08-11 10:10:01.116000-04:00,AAPL,444.3,444.84,444.28,444.7749,444.4613698050022,1000,86001,38224122.26459999,358,22756,10114701.958
2020-08-11 10:10:12.227000-04:00,AAPL,444.8234,445.25,444.72,445.14,445.0284553131334,1000,79934,35572904.54699999,363,26806,11930180.752700007
2020-08-11 10:10:15.458000-04:00,TSLA,1391.98,1400.5133,1390.37,1396.22,1394.5989752359985,1000,29979,41808682.67860003,391,11588,16164625.422099998
2020-08-11 10:10:25.366000-04:00,AMZN,3097.61,3109,3097.38,3107.83,3103.0498492294923,1000,16872,52354657.056200005,423,6747,20939613.805800017
2020-08-11 10:10:40.940000-04:00,AAPL,445.15,445.25,444.56,444.81,444.8035264703864,1000,58284,25924928.736800015,380,19463,8657685.717099996
2020-08-11 10:10:58.650000-04:00,AAPL,444.79,445.64,444.7527,445.4556,445.26278023067607,1000,93291,41539010.03049995,329,24134,10747509.954099996
2020-08-11 10:11:23.594000-04:00,AAPL,445.47,446,444.9115,445.595,445.5667151745675,1000,80055,35669843.38329999,366,23870,10635897.015600005
2020-08-11 10:11:25.453000-04:00,TSLA,1396.2,1398.99,1392.85,1395.5,1396.8038116879234,1000,20072,28036646.108199988,401,8150,11386259.608599983
2020-08-11 10:11:42.872000-04:00,AAPL,445.56,446.2,445.45,446.17,445.8019628961286,1000,74313,33128881.268700007,368,28908,12889219.063300002
2020-08-11 10:11:53.213000-04:00,AMZN,3107.94,3112.84,3106.8,3109.05,3109.2405774620634,1000,19638,61059266.46020002,368,6612,20559653.578199983
2020-08-11 10:12:02.174000-04:00,AAPL,446.18,446.31,445.0827,445.845,446.0090387153541,1000,72736,32440913.440000024,346,23494,10479359.956200007
2020-08-11 10:12:25.631000-04:00,AAPL,445.87,445.8799,445.3,445.38,445.5482592016014,1000,60446,26931610.07570002,336,20590,9174313.8634
2020-08-11 10:12:28.974000-04:00,TSLA,1395.495,1399.85,1392.17,1398.54,1396.6064304152055,1000,25096,35049234.9777,369,8802,12296606.4923
2020-08-11 10:12:54.026000-04:00,AAPL,445.37,445.8599,445.37,445.44,445.6071489851649,1000,65183,29046010.792299964,342,19026,8479101.444600003
2020-08-11 10:13:34.806000-04:00,AAPL,445.44,445.63,445.101,445.356,445.35739178618945,1000,54871,24437205.444700006,353,16338,7276165.214499998
2020-08-11 10:13:59.333000-04:00,AMZN,3109.11,3111.5,3104.2,3108.74,3107.6071162921385,1000,16879,52453300.515895024,385,5884,18288334.516494993
2020-08-11 10:14:00.942000-04:00,TSLA,1398.54,1400,1395.5372,1400,1398.0060927432985,1000,33128,46313145.840399995,374,12448,17406458.330299996
2020-08-11 10:14:01.946000-04:00,AAPL,445.31,445.74,444.84,445.4,445.43855500573693,1000,54907,24457694.7397,318,13487,6008186.4016999975
2020-08-11 10:14:40.445000-04:00,AAPL,445.35,445.7,445.18,445.22,445.42327873084827,1000,68597,30554700.651099987,341,21231,9457180.219900006
2020-08-11 10:15:18.898000-04:00,TSLA,1400,1400.71,1396.43,1398.5,1399.2630205481723,1000,24153,33796399.7353,365,9465,13245339.072000008
2020-08-11 10:15:22.875000-04:00,AAPL,445.21,445.7,445.2,445.6,445.3944968539855,1000,67959,30268564.611700054,375,25406,11316079.874600003
2020-08-11 10:16:14.834000-04:00,AAPL,445.5201,445.68,445.42,445.5373,445.51959721173216,1000,63552,28313661.441999972,382,17911,7980163.709799999
2020-08-11 10:16:15.372000-04:00,AMZN,3110.57,3110.88,3104,3106.66,3107.01094506579,1000,17024,52893754.32880001,392,6141,19084738.401300002
2020-08-11 10:16:52.435000-04:00,AAPL,445.55,445.69,445.42,445.45,445.55223036227034,1000,67215,29947793.16379997,333,22588,10064349.606200006
2020-08-11 10:17:06.502000-04:00,TSLA,1399.235,1400,1395.6,1399.5,1397.7746757190512,1000,26980,37711960.750899985,386,8647,12088464.635800002
2020-08-11 10:17:25.398000-04:00,AAPL,445.45,445.558,445.04,445.17,445.2730151457377,1000,69234,30828031.930599995,310,18381,8184517.7109999955
2020-08-11 10:17:57.458000-04:00,AAPL,445.2,445.87,445.17,445.73,445.6245106303094,1000,68982,30740069.992300015,348,23573,10505046.019000003
2020-08-11 10:18:12.894000-04:00,TSLA,1399.5,1402.83,1397.63,1402.83,1400.6393652801894,1000,38010,53238302.27429998,345,9929,13909499.16240001
2020-08-11 10:18:33.685000-04:00,AAPL,445.7165,445.99,445.58,445.99,445.8572942745658,1000,65864,29365944.83009999,324,20390,9091141.789200006
2020-08-11 10:18:45.262000-04:00,AMZN,3107.04,3113,3105,3112.58,3109.002099301423,1000,15460,48065172.455199964,407,6787,21102219.486399993
2020-08-11 10:18:58.987000-04:00,AAPL,445.99,446.39,445.82,446.3503,446.13072762501804,1000,69390,30957011.189900003,326,23004,10262223.973499995
2020-08-11 10:19:29.040000-04:00,TSLA,1402.48,1404.87,1401.42,1404.69,1403.4170666875548,1000,31916,44791459.1004,394,13765,19319154.885900002
2020-08-11 10:19:30.091000-04:00,AAPL,446.38,446.61,446.05,446.4499,446.30756767021694,1000,61216,27321164.062499985,356,22000,9818849.262700006
2020-08-11 10:20:07.428000-04:00,AAPL,446.45,446.55,446.1694,446.31,446.37465298321655,1000,65064,29042920.421700034,342,19887,8877677.721099999
2020-08-11 10:20:42.473000-04:00,AAPL,446.31,446.37,446,446.02,446.15582987632206,1000,62501,27885185.52310001,319,15299,6826135.435999993
2020-08-11 10:21:05.889000-04:00,TSLA,1404,1404.84,1401.36,1402.51,1403.1426782869084,1000,24879,34908786.69310005,356,9639,13525667.306300001
2020-08-11 10:21:05.938000-04:00,AAPL,446.05,446.11,445.4,445.6745,445.6810091670964,1000,62048,27653615.25679998,261,14601,6507038.874599994
2020-08-11 10:21:06.062000-04:00,AMZN,3112.58,3116.64,3109.75,3112.42,3113.563856439664,1000,14038,43708209.41670005,395,4496,13999467.274199987
2020-08-11 10:21:54.862000-04:00,AAPL,445.62,446.04,445.55,445.5923,445.78672906794884,1000,60104,26793565.563900035,348,18042,8043481.9623000035
2020-08-11 10:22:13.871000-04:00,TSLA,1402.56,1406.1,1400.3101,1406,1403.3212521375394,1000,26058,36567745.18819996,345,8257,11589319.436100002
2020-08-11 10:22:29.410000-04:00,AAPL,445.565,445.74,445.26,445.74,445.48941342415196,1000,70984,31622620.52249995,327,19369,8629047.605500001
2020-08-11 10:23:23.423000-04:00,AAPL,445.73,445.91,445.44,445.89,445.6870769595931,1000,53085,23659298.480399977,386,17413,7761257.6735999985
2020-08-11 10:23:26.468000-04:00,AMZN,3112.56,3117.36,3111.13,3116.84,3114.4364881265456,1000,15362,47843973.330600075,421,7033,21905145.79819999
2020-08-11 10:23:33.259000-04:00,TSLA,1406,1408.61,1403.3801,1407.38,1406.877017282559,1000,37263,52424458.294999994,381,13619,19161441.007500008
2020-08-11 10:24:02.520000-04:00,AAPL,445.89,445.9699,445.416,445.78,445.72380339639886,1000,50318,22427930.339299988,296,14850,6619548.645299999
2020-08-11 10:24:59.829000-04:00,AAPL,445.82,446,445.66,445.81,445.84181975072147,1000,41239,18386070.80469999,363,12802,5707724.365499999
2020-08-11 10:25:14.595000-04:00,TSLA,1407.38,1408.56,1404.69,1408.49,1406.9326385033744,1000,25190,35440633.163899995,385,9595,13502216.600899993
2020-08-11 10:25:42.364000-04:00,AAPL,445.8099,446.37,445.775,446.176,446.1412541362937,1000,59812,26684600.692400023,346,23931,10676850.740300002
2020-08-11 10:26:13.914000-04:00,AMZN,3116.21,3118.2,3111.2001,3117.69,3116.1049620787458,1000,17982,56033799.42810004,372,5598,17444349.10280001
2020-08-11 10:26:18.988000-04:00,AAPL,446.2084,446.87,445.75,446.78,446.41063405465434,1000,89142,39793936.74089994,341,25490,11381082.138800004
2020-08-11 10:27:00.861000-04:00,AAPL,446.74,446.85,446.27,446.4534,446.5649147260565,1000,70562,31510513.51289999,338,25224,11264203.399599997
2020-08-11 10:27:33.618000-04:00,TSLA,1408.57,1408.75,1402.32,1402.32,1405.2062676270025,1000,24783,34825226.93060005,387,8356,11746429.050899992
2020-08-11 10:27:56.325000-04:00,AAPL,446.4134,446.5535,446.2,446.47,446.34704803584475,1000,56131,25053906.153299976,350,17405,7768913.727500003
2020-08-11 10:28:04.897000-04:00,AMZN,3117.3083,3122,3115.345,3120.14,3119.227142526027,1000,23341,72805880.73370005,346,7237,22575875.579400003
2020-08-11 10:28:39.770000-04:00,TSLA,1402.3,1404,1398.22,1399.63,1400.9938497468124,1000,22118,30987181.968699988,250,5957,8346482.926800001
2020-08-11 10:28:46.829000-04:00,AAPL,446.44,446.67,446.38,446.395,446.51746879095236,1000,66846,29847906.71879999,341,20730,9256409.872900004
2020-08-11 10:29:25.125000-04:00,AAPL,446.4189,446.46,445.89,446,446.15241229376477,1000,56004,24986319.698100016,277,15070,6723837.233900002
2020-08-11 10:30:01.614000-04:00,AAPL,445.96,446.28,445.88,445.9,446.06203290092367,1000,59974,26752124.361199994,291,15604,6960639.793000002
2020-08-11 10:30:34.221000-04:00,TSLA,1400.175,1404.3223,1397,1398.01,1398.5954488690918,1000,20205,28258621.044400007,355,7583,10606536.940899998
2020-08-11 10:30:36.807000-04:00,AAPL,445.9,445.97,445.54,445.57,445.7052822153876,1000,61452,27389481.002700005,303,19208,8561165.498700002
2020-08-11 10:30:36.792000-04:00,AMZN,3120.14,3121.98,3116,3117,3119.033679185351,1000,16056,50079204.75300003,396,5706,17798182.7436
2020-08-11 10:31:05.718000-04:00,AAPL,445.56,445.73,445.29,445.35,445.49174987744675,1000,57118,25445597.7695,227,17039,7591012.116899997
2020-08-11 10:31:25.325000-04:00,TSLA,1398.01,1398.02,1394.12,1396.21,1396.1196350215637,1000,18086,25250219.718999997,261,5427,7578980.2340999935
2020-08-11 10:31:47.078000-04:00,AAPL,445.35,445.9972,445.3,445.49,445.63494407296565,1000,70170,31270204.025600012,322,24721,11017032.019600004
2020-08-11 10:32:30.487000-04:00,AAPL,445.5,445.7695,445.44,445.4402,445.5347213032362,1000,68445,30494623.999599967,314,16802,7486209.178500003
2020-08-11 10:33:08.068000-04:00,TSLA,1396.21,1397.97,1393.78,1394.1126,1395.842439412562,1000,22130,30889993.184199978,319,6477,9043288.55
2020-08-11 10:33:15.077000-04:00,AAPL,445.4578,445.54,445.23,445.41,445.3545017808197,1000,61657,27459222.516299997,296,15127,6736819.293200003
2020-08-11 10:33:20.426000-04:00,AMZN,3116.61,3119.5595,3110,3110.02,3113.337350997715,1000,13130,40878119.418599986,362,5111,15913716.778199995
2020-08-11 10:33:42.712000-04:00,AAPL,445.39,445.53,445,445,445.24699793277284,1000,65063,28969105.426500026,201,19814,8823091.271099994
2020-08-11 10:33:42.803000-04:00,AAPL,445,445.03,444.95,445,444.99991967639875,1000,24969,11111202.994400006,17,399,177556.5944
2020-08-11 10:34:12.474000-04:00,AAPL,445,445.19,444.9,445.03,445.0169914039122,1000,63494,28255908.85220002,287,15865,7060467.6396
2020-08-11 10:34:29.325000-04:00,TSLA,1394,1395.65,1392,1394.92,1393.9159720288724,1000,25630,35726066.3631,348,10406,14505460.982100004
2020-08-11 10:34:59.054000-04:00,AAPL,445.08,445.19,444.85,445.04,445.0208186583005,1000,64068,28511593.80980003,334,22094,9832934.416999994
2020-08-11 10:35:40.352000-04:00,AMZN,3110.01,3114.9573,3108,3112.2739,3110.625434520252,1000,15727,48920806.208699964,362,5696,17720532.36770001
2020-08-11 10:35:45.265000-04:00,AAPL,445.04,445.3799,444.91,445.1701,445.19074474168366,1000,60333,26859693.202500015,345,20268,9023638.989899995
2020-08-11 10:36:26.954000-04:00,TSLA,1394.7,1396.89,1393.01,1395.05,1394.6353517354137,1000,25383,35400029.13310005,381,8108,11309272.117799997
2020-08-11 10:36:31.286000-04:00,AAPL,445.17,445.57,445.12,445.3,445.3505042378397,1000,76808,34206481.52949999,356,24329,10834682.958299993
2020-08-11 10:37:26.138000-04:00,AAPL,445.3,445.49,445.19,445.27,445.31887318641674,1000,51004,22713043.807999987,345,14822,6600624.996900001
2020-08-11 10:38:03.409000-04:00,TSLA,1394.6,1396.33,1392.29,1396.1,1394.4350643326568,1000,20694,28856439.221299972,336,6720,9371777.109500006
2020-08-11 10:38:15.500000-04:00,AAPL,445.27,445.95,445.24,445.92,445.56299923356255,1000,62236,27730058.820299983,360,21313,9496628.099300003
2020-08-11 10:38:23.304000-04:00,AMZN,3113.15,3120.99,3110.785,3120.69,3115.3911368490235,1000,15976,49771488.802300006,382,5117,15942503.599200012
2020-08-11 10:38:47.303000-04:00,AAPL,445.92,446.28,445.83,446.2,446.0728130157758,1000,65290,29124093.961799987,339,23060,10286508.682000002
2020-08-11 10:39:04.386000-04:00,TSLA,1396.1,1400.74,1394.84,1399.85,1398.2471864699864,1000,30303,42371084.491599984,339,11364,15887379.157500004
2020-08-11 10:39:24.841000-04:00,AAPL,446.2,446.49,446.03,446.45,446.29476808993974,1000,86280,38506312.59079995,322,26332,11751981.88920001
2020-08-11 10:39:50.991000-04:00,AMZN,3120.15,3127,3119.54,3127,3123.87451033167,1000,17035,53215202.28349985,358,6708,20956740.23940001
2020-08-11 10:40:02.789000-04:00,AAPL,446.45,446.86,446.41,446.76,446.5907616538467,1000,72933,32571204.019699972,325,18572,8294176.129600001
2020-08-11 10:40:16.271000-04:00,TSLA,1399.8,1401.01,1396,1397.02,1398.927559865818,1000,34878,48791795.432999976,354,9856,13790399.539800007
